ensembl_gene_id	external_gene_name	description
ENSRNOG00000010593	Ctnnal1	catenin alpha-like 1 [Source:RGD Symbol;Acc:1311434]
ENSRNOG00000046955	Cbx6	chromobox 6 [Source:RGD Symbol;Acc:1307314]
ENSRNOG00000048917	Hoxa6	homeobox A6 [Source:RGD Symbol;Acc:1590236]
ENSRNOG00000012347	Gata2	GATA binding protein 2 [Source:RGD Symbol;Acc:2664]
ENSRNOG00000037035	Pramef12	PRAME family member 12 [Source:RGD Symbol;Acc:1587431]
ENSRNOG00000004302	Pah	phenylalanine hydroxylase [Source:RGD Symbol;Acc:3248]
ENSRNOG00000019091	Wtap	WT1 associated protein [Source:RGD Symbol;Acc:1563824]
ENSRNOG00000022218	Ifi44	interferon-induced protein 44 [Source:RGD Symbol;Acc:1310523]
ENSRNOG00000019534	Ap2a2	adaptor related protein complex 2 subunit alpha 2 [Source:RGD Symbol;Acc:71015]
ENSRNOG00000006543	Bsnd	barttin CLCNK type accessory subunit beta [Source:RGD Symbol;Acc:621139]
ENSRNOG00000027026	Jazf1	JAZF zinc finger 1 [Source:RGD Symbol;Acc:1589007]
ENSRNOG00000018939	Rexo2	RNA exonuclease 2 [Source:RGD Symbol;Acc:1304874]
ENSRNOG00000019495	Gbx2	gastrulation brain homeobox 2 [Source:RGD Symbol;Acc:621866]
ENSRNOG00000010141	Ttll1	TTL family tubulin polyglutamylase complex subunit L1 [Source:RGD Symbol;Acc:1309124]
ENSRNOG00000052289	Ptdss1	phosphatidylserine synthase 1 [Source:RGD Symbol;Acc:1308949]
ENSRNOG00000008345	Clcn6	chloride voltage-gated channel 6 [Source:RGD Symbol;Acc:1305379]
ENSRNOG00000015724	Gucy2g	guanylate cyclase 2G [Source:RGD Symbol;Acc:621853]
ENSRNOG00000057556	Pdzrn3	PDZ domain containing RING finger 3 [Source:RGD Symbol;Acc:1305250]
ENSRNOG00000005540	Nin	ninein [Source:RGD Symbol;Acc:1306492]
ENSRNOG00000021660	Nprl2	NPR2-like, GATOR1 complex subunit [Source:RGD Symbol;Acc:1308927]
ENSRNOG00000056012	Syt16	synaptotagmin 16 [Source:RGD Symbol;Acc:1564654]
ENSRNOG00000049959	Igsf21	immunoglobin superfamily, member 21 [Source:RGD Symbol;Acc:1310117]
ENSRNOG00000051650	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta [Source:RGD Symbol;Acc:3979]
ENSRNOG00000026594	Tmem61	transmembrane protein 61 [Source:RGD Symbol;Acc:1584102]
ENSRNOG00000018126	Abca1	ATP binding cassette subfamily A member 1 [Source:RGD Symbol;Acc:631344]
ENSRNOG00000055408	Gcat	glycine C-acetyltransferase [Source:RGD Symbol;Acc:1307291]
ENSRNOG00000025742	Lmnb2	lamin B2 [Source:RGD Symbol;Acc:1563803]
ENSRNOG00000009271	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:RGD Symbol;Acc:621728]
ENSRNOG00000003357	Col3a1	collagen type III alpha 1 chain [Source:RGD Symbol;Acc:71029]
ENSRNOG00000008611	AABR07060593.1	NULL
ENSRNOG00000066917	Mup4-ps5	major urinary protein 4, pseudogene 5 [Source:RGD Symbol;Acc:41286760]
ENSRNOG00000007601	Inhbe	inhibin subunit beta E [Source:RGD Symbol;Acc:621196]
ENSRNOG00000019240	Ampd2	adenosine monophosphate deaminase 2 [Source:RGD Symbol;Acc:2110]
ENSRNOG00000007699	Golga5	golgin A5 [Source:RGD Symbol;Acc:1308163]
ENSRNOG00000070718	Igkv5-45l1	immunoglobulin kappa chain variable 5-45 like 1 [Source:RGD Symbol;Acc:2319042]
ENSRNOG00000010301	Eif4e3	eukaryotic translation initiation factor 4E family member 3 [Source:RGD Symbol;Acc:1586185]
ENSRNOG00000017766	Car12	carbonic anhydrase 12 [Source:RGD Symbol;Acc:1306612]
ENSRNOG00000008709	Arhgap32	Rho GTPase activating protein 32 [Source:RGD Symbol;Acc:1305267]
ENSRNOG00000004449	E2f6	E2F transcription factor 6 [Source:RGD Symbol;Acc:631412]
ENSRNOG00000036942	Tnfrsf9	TNF receptor superfamily member 9 [Source:RGD Symbol;Acc:1598208]
ENSRNOG00000012685	Adck1	aarF domain containing kinase 1 [Source:RGD Symbol;Acc:1308263]
ENSRNOG00000006541	Nup107	nucleoporin 107 [Source:RGD Symbol;Acc:621160]
ENSRNOG00000063495	Or6z7	olfactory receptor family 6 subfamily Z member 7 [Source:RGD Symbol;Acc:1332761]
ENSRNOG00000009564	Prr15	proline rich 15 [Source:RGD Symbol;Acc:1311589]
ENSRNOG00000032554	Scd4	stearoyl-coenzyme A desaturase 4 [Source:RGD Symbol;Acc:1563648]
ENSRNOG00000019557	Asb18	ankyrin repeat and SOCS box-containing 18 [Source:RGD Symbol;Acc:1310850]
ENSRNOG00000005614	Txn2	thioredoxin 2 [Source:RGD Symbol;Acc:71040]
ENSRNOG00000004682	Parpbp	PARP1 binding protein [Source:RGD Symbol;Acc:2314264]
ENSRNOG00000006946	Arhgap9	Rho GTPase activating protein 9 [Source:RGD Symbol;Acc:1305342]
ENSRNOG00000007967	Sdhb	succinate dehydrogenase complex iron sulfur subunit B [Source:RGD Symbol;Acc:1308598]
ENSRNOG00000026855	Abhd12b	abhydrolase domain containing 12B [Source:RGD Symbol;Acc:1303145]
ENSRNOG00000032820	AABR07061614.1	NULL
ENSRNOG00000065646	Or6z5	olfactory receptor family 6 subfamily Z member 5 [Source:RGD Symbol;Acc:1333093]
ENSRNOG00000006508	Thnsl2	threonine synthase-like 2 [Source:RGD Symbol;Acc:1309144]
ENSRNOG00000018691	Ccnl2	cyclin L2 [Source:RGD Symbol;Acc:1309149]
ENSRNOG00000026299	Mysm1	myb-like, SWIRM and MPN domains 1 [Source:RGD Symbol;Acc:1311787]
ENSRNOG00000054989	Grhl1	grainyhead-like transcription factor 1 [Source:RGD Symbol;Acc:1305735]
ENSRNOG00000069865	Zfp37	zinc finger protein 37 [Source:RGD Symbol;Acc:620723]
ENSRNOG00000009971	Plekha8	pleckstrin homology domain containing A8 [Source:RGD Symbol;Acc:1563940]
ENSRNOG00000032429	Tmprss9	transmembrane serine protease 9 [Source:RGD Symbol;Acc:1309581]
ENSRNOG00000053349	Rrh	retinal pigment epithelium derived rhodopsin homolog [Source:RGD Symbol;Acc:1308948]
ENSRNOG00000009756	Pacsin2	protein kinase C and casein kinase substrate in neurons 2 [Source:RGD Symbol;Acc:69411]
ENSRNOG00000009460	Pdzd8	PDZ domain containing 8 [Source:RGD Symbol;Acc:1308622]
ENSRNOG00000069596	LOC103689940	pancreatic alpha-amylase-like [Source:RGD Symbol;Acc:9468847]
ENSRNOG00000068072	Or6z3	olfactory receptor family 6 subfamily Z member 3 [Source:RGD Symbol;Acc:1333700]
ENSRNOG00000016847	Bace1	beta-secretase 1 [Source:RGD Symbol;Acc:2191]
ENSRNOG00000037025	Smgc	submandibular gland protein C [Source:RGD Symbol;Acc:1302995]
ENSRNOG00000014197	Tmem51	transmembrane protein 51 [Source:RGD Symbol;Acc:1565452]
ENSRNOG00000027773	Ppp4r3a	protein phosphatase 4, regulatory subunit 3A [Source:RGD Symbol;Acc:1309059]
ENSRNOG00000009946	Ldlr	low density lipoprotein receptor [Source:RGD Symbol;Acc:2998]
ENSRNOG00000011376	Bbof1	basal body orientation factor 1 [Source:RGD Symbol;Acc:1560978]
ENSRNOG00000025120	Gli1	GLI family zinc finger 1 [Source:RGD Symbol;Acc:621673]
ENSRNOG00000056688	Acnat1	acyl-coenzyme A amino acid N-acyltransferase 1 [Source:RGD Symbol;Acc:1584701]
ENSRNOG00000066777	Pmch	pro-melanin-concentrating hormone [Source:RGD Symbol;Acc:3358]
ENSRNOG00000046361	Hoxa7	homeobox A7 [Source:RGD Symbol;Acc:1587253]
ENSRNOG00000067191	LOC102549328	uncharacterized LOC102549328 [Source:RGD Symbol;Acc:7547913]
ENSRNOG00000069348	Sslp1l1	secreted seminal-vesicle Ly-6 protein 1-like 1 [Source:RGD Symbol;Acc:727919]
ENSRNOG00000014253	Pax2	paired box 2 [Source:RGD Symbol;Acc:1305568]
ENSRNOG00000037795	Ldlrad1	low density lipoprotein receptor class A domain containing 1 [Source:RGD Symbol;Acc:1597398]
ENSRNOG00000023152	Tmem201	transmembrane protein 201 [Source:RGD Symbol;Acc:1583947]
ENSRNOG00000024688	Erfe	erythroferrone [Source:RGD Symbol;Acc:1584688]
ENSRNOG00000006388	Pygl	glycogen phosphorylase L [Source:RGD Symbol;Acc:620687]
ENSRNOG00000012295	Pla2g6	phospholipase A2 group VI [Source:RGD Symbol;Acc:628867]
ENSRNOG00000036925	Mansc4	MANSC domain containing 4 [Source:RGD Symbol;Acc:1585055]
ENSRNOG00000012235	Ppp1r17	protein phosphatase 1, regulatory subunit 17 [Source:RGD Symbol;Acc:628647]
ENSRNOG00000058186	Errfi1	ERBB receptor feedback inhibitor 1 [Source:RGD Symbol;Acc:1307599]
ENSRNOG00000066040	Pate14	prostate and testis expressed 14 [Source:RGD Symbol;Acc:2323077]
ENSRNOG00000019924	Thop1	thimet oligopeptidase 1 [Source:RGD Symbol;Acc:68330]
ENSRNOG00000005721	Toporsl	topoisomerase I binding, arginine/serine-rich like [Source:RGD Symbol;Acc:1309291]
ENSRNOG00000064090	Tmsb10	thymosin, beta 10 [Source:RGD Symbol;Acc:62022]
ENSRNOG00000048949	Elovl6	ELOVL fatty acid elongase 6 [Source:RGD Symbol;Acc:620585]
ENSRNOG00000067995	Rnf113a2	ring finger protein 113A2 [Source:RGD Symbol;Acc:1303128]
ENSRNOG00000008658	Mitf	melanocyte inducing transcription factor [Source:RGD Symbol;Acc:3092]
ENSRNOG00000017151	Rnf214	ring finger protein 214 [Source:RGD Symbol;Acc:1307500]
ENSRNOG00000021010	Arl2	ADP-ribosylation factor like GTPase 2 [Source:RGD Symbol;Acc:69326]
ENSRNOG00000049588	Pate-f	prostate and testis expressed protein F [Source:RGD Symbol;Acc:6484596]
ENSRNOG00000008046	Tmem30b	transmembrane protein 30B [Source:RGD Symbol;Acc:1308732]
ENSRNOG00000052979	Rab17	RAB17, member RAS oncogene family [Source:RGD Symbol;Acc:1562478]
ENSRNOG00000019105	Dpp8	dipeptidylpeptidase 8 [Source:RGD Symbol;Acc:1310901]
ENSRNOG00000009636	Scrn1	secernin 1 [Source:RGD Symbol;Acc:1560999]
ENSRNOG00000001851	Far2	fatty acyl CoA reductase 2 [Source:RGD Symbol;Acc:1565966]
ENSRNOG00000003736	Col5a2	collagen type V alpha 2 chain [Source:RGD Symbol;Acc:70921]
ENSRNOG00000007214	Oma1	OMA1 zinc metallopeptidase [Source:RGD Symbol;Acc:1304821]
ENSRNOG00000010893	Hes3	hes family bHLH transcription factor 3 [Source:RGD Symbol;Acc:621339]
ENSRNOG00000022975	Nfam1	NFAT activating protein with ITAM motif 1 [Source:RGD Symbol;Acc:1308316]
ENSRNOG00000065573	LOC102554372	uncharacterized LOC102554372 [Source:RGD Symbol;Acc:7667063]
ENSRNOG00000008052	Atp13a2	ATPase cation transporting 13A2 [Source:RGD Symbol;Acc:1307977]
ENSRNOG00000061050	Mboat2	membrane bound O-acyltransferase domain containing 2 [Source:RGD Symbol;Acc:1305798]
ENSRNOG00000064951	Acsm2	acyl-CoA synthetase medium-chain family member 2 [Source:RGD Symbol;Acc:708383]
ENSRNOG00000036885	Gbp3	guanylate binding protein 3 [Source:RGD Symbol;Acc:1597766]
ENSRNOG00000070860	Or13c3	olfactory receptor family 13 subfamily C member 3 [Source:RGD Symbol;Acc:1332612]
ENSRNOG00000026271	Tmem245	transmembrane protein 245 [Source:RGD Symbol;Acc:1308958]
ENSRNOG00000019244	Mxra8	matrix remodeling associated 8 [Source:RGD Symbol;Acc:1359356]
ENSRNOG00000019189	Acat2	acetyl-CoA acetyltransferase 2 [Source:RGD Symbol;Acc:1359366]
ENSRNOG00000042460	Hmga2	high mobility group AT-hook 2 [Source:RGD Symbol;Acc:620617]
ENSRNOG00000004727	Nup37	nucleoporin 37 [Source:RGD Symbol;Acc:1307774]
ENSRNOG00000045743	Etnppl	ethanolamine-phosphate phospho-lyase [Source:RGD Symbol;Acc:1590098]
ENSRNOG00000045799	Rup2l1	urinary protein 2 like 1 [Source:RGD Symbol;Acc:1591793]
ENSRNOG00000057934	Tmx1	thioredoxin-related transmembrane protein 1 [Source:RGD Symbol;Acc:1308455]
ENSRNOG00000004839	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:RGD Symbol;Acc:620490]
ENSRNOG00000011419	Aldh6a1	aldehyde dehydrogenase 6 family, member A1 [Source:RGD Symbol;Acc:621556]
ENSRNOG00000023100	Dynlt5	dynein light chain Tctex-type family member 5 [Source:RGD Symbol;Acc:1311932]
ENSRNOG00000009886	Fkbp14	FKBP prolyl isomerase 14 [Source:RGD Symbol;Acc:1311705]
ENSRNOG00000009434	Inhca	inhibitor of carbonic anhydrase [Source:RGD Symbol;Acc:1310507]
ENSRNOG00000001852	Ergic2	ERGIC and golgi 2 [Source:RGD Symbol;Acc:1310606]
ENSRNOG00000050884	AABR07058745.1	NULL
ENSRNOG00000008546	Mrpl35	mitochondrial ribosomal protein L35 [Source:RGD Symbol;Acc:1307065]
ENSRNOG00000050137	Ajap1	adherens junctions associated protein 1 [Source:RGD Symbol;Acc:1590138]
ENSRNOG00000031106	Cox8c	cytochrome c oxidase subunit 8C [Source:RGD Symbol;Acc:727840]
ENSRNOG00000017478	Pcsk7	proprotein convertase subtilisin/kexin type 7 [Source:RGD Symbol;Acc:3275]
ENSRNOG00000008064	Naga	alpha-N-acetylgalactosaminidase [Source:RGD Symbol;Acc:1306025]
ENSRNOG00000018185	Sag	S-antigen visual arrestin [Source:RGD Symbol;Acc:3619]
ENSRNOG00000052071	Or13c25	olfactory receptor family 13 subfamily C member 25 [Source:RGD Symbol;Acc:1333398]
ENSRNOG00000004503	L3hypdh	trans-L-3-hydroxyproline dehydratase [Source:RGD Symbol;Acc:1305721]
ENSRNOG00000016896	Rpl3	ribosomal protein L3 [Source:RGD Symbol;Acc:735105]
ENSRNOG00000031129	Carm1	coactivator-associated arginine methyltransferase 1 [Source:RGD Symbol;Acc:1305879]
ENSRNOG00000020005	Map2k2	mitogen activated protein kinase kinase 2 [Source:RGD Symbol;Acc:61888]
ENSRNOG00000004226	Irak3	interleukin-1 receptor-associated kinase 3 [Source:RGD Symbol;Acc:1308846]
ENSRNOG00000065852	Rup2l2	urinary protein 2 like 2 [Source:RGD Symbol;Acc:9251694]
ENSRNOG00000019211	Olfml3	olfactomedin-like 3 [Source:RGD Symbol;Acc:1311106]
ENSRNOG00000031655	Six6os1	Six6 opposite strand transcript 1 [Source:RGD Symbol;Acc:1559456]
ENSRNOG00000018532	Pcgf5	polycomb group ring finger 5 [Source:RGD Symbol;Acc:1583513]
ENSRNOG00000047363	Kcnk13	potassium two pore domain channel subfamily K member 13 [Source:RGD Symbol;Acc:68941]
ENSRNOG00000067134	Or13c9	olfactory receptor family 13 subfamily C member 9 [Source:RGD Symbol;Acc:1333551]
ENSRNOG00000006905	Hectd1	HECT domain E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1561653]
ENSRNOG00000069424	Or5w18	olfactory receptor family 5 subfamily W member 18 [Source:RGD Symbol;Acc:1333758]
ENSRNOG00000019423	Dvl1	dishevelled segment polarity protein 1 [Source:RGD Symbol;Acc:620632]
ENSRNOG00000013872	P2ry14	purinergic receptor P2Y14 [Source:RGD Symbol;Acc:70912]
ENSRNOG00000008257	Mfap2	microfibril associated protein 2 [Source:RGD Symbol;Acc:1306031]
ENSRNOG00000009812	Sbf2	SET binding factor 2 [Source:RGD Symbol;Acc:1588657]
ENSRNOG00000066059	Or12e13-ps1	olfactory receptor family 12 subfamily E member 13, pseudogene 1 [Source:RGD Symbol;Acc:1333099]
ENSRNOG00000054420	Vdr	vitamin D receptor [Source:RGD Symbol;Acc:3959]
ENSRNOG00000023943	Gbp1-ps1	guanylate binding protein 1, pseudogene 1 [Source:RGD Symbol;Acc:1560801]
ENSRNOG00000029465	Slc26a10	solute carrier family 26, member 10 [Source:RGD Symbol;Acc:1564851]
ENSRNOG00000063923	Sslp1l1	secreted seminal-vesicle Ly-6 protein 1-like 1 [Source:RGD Symbol;Acc:727919]
ENSRNOG00000006699	Mlh3	mutL homolog 3 [Source:RGD Symbol;Acc:1309227]
ENSRNOG00000017628	Tagln	transgelin [Source:RGD Symbol;Acc:3723]
ENSRNOG00000026782	Aadacl4fm1	AADACL4 family member 1 [Source:RGD Symbol;Acc:1308878]
ENSRNOG00000067757	Vom1r32	vomeronasal 1 receptor 32 [Source:RGD Symbol;Acc:1359734]
ENSRNOG00000027295	Aph1b	aph-1 homolog B, gamma secretase subunit [Source:RGD Symbol;Acc:1562468]
ENSRNOG00000064729	Or13d1	olfactory receptor family 13 subfamily D member 1 [Source:RGD Symbol;Acc:1334138]
ENSRNOG00000026297	Serpina16	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 16 [Source:RGD Symbol;Acc:727888]
ENSRNOG00000010958	Prdx3	peroxiredoxin 3 [Source:RGD Symbol;Acc:620040]
ENSRNOG00000011530	Mindy4	MINDY lysine 48 deubiquitinase 4 [Source:RGD Symbol;Acc:1562590]
ENSRNOG00000013894	Gpr87	G protein-coupled receptor 87 [Source:RGD Symbol;Acc:1307852]
ENSRNOG00000005102	Washc3	WASH complex subunit 3 [Source:RGD Symbol;Acc:1563761]
ENSRNOG00000019822	Gadd45b	growth arrest and DNA-damage-inducible, beta [Source:RGD Symbol;Acc:1309080]
ENSRNOG00000032180	Ccdc15	coiled-coil domain containing 15 [Source:RGD Symbol;Acc:1305591]
ENSRNOG00000014940	Sfrp5	secreted frizzled-related protein 5 [Source:RGD Symbol;Acc:1310369]
ENSRNOG00000063436	Or12e14	olfactory receptor family 12 subfamily E member 14 [Source:RGD Symbol;Acc:1333944]
ENSRNOG00000017108	Syngr1	synaptogyrin 1 [Source:RGD Symbol;Acc:3801]
ENSRNOG00000011094	Efcab6	EF-hand calcium binding domain 6 [Source:RGD Symbol;Acc:1309065]
ENSRNOG00000029756	P2ry13	purinergic receptor P2Y13 [Source:RGD Symbol;Acc:1302941]
ENSRNOG00000004794	Rtn1	reticulon 1 [Source:RGD Symbol;Acc:620986]
ENSRNOG00000053269	Tmem106c	transmembrane protein 106C [Source:RGD Symbol;Acc:1311532]
ENSRNOG00000048782	Wnt7a	Wnt family member 7A [Source:RGD Symbol;Acc:69079]
ENSRNOG00000013975	Acat2l1	acetyl-CoA acetyltransferase 2-like 1 [Source:RGD Symbol;Acc:1562948]
ENSRNOG00000023238	Dgkd	diacylglycerol kinase, delta [Source:RGD Symbol;Acc:1563309]
ENSRNOG00000032048	Zfp462	zinc finger protein 462 [Source:RGD Symbol;Acc:1562123]
ENSRNOG00000013603	Dffa	DNA fragmentation factor subunit alpha [Source:RGD Symbol;Acc:620334]
ENSRNOG00000010629	Nod1	nucleotide-binding oligomerization domain containing 1 [Source:RGD Symbol;Acc:1562269]
ENSRNOG00000006744	Acyp1	acylphosphatase 1 [Source:RGD Symbol;Acc:1311327]
ENSRNOG00000070108	Olfr1153	olfactory receptor 1153 [Source:RGD Symbol;Acc:150342865]
ENSRNOG00000005343	Esr2	estrogen receptor 2 [Source:RGD Symbol;Acc:2582]
ENSRNOG00000021420	Tirap	TIR domain containing adaptor protein [Source:RGD Symbol;Acc:1595496]
ENSRNOG00000009788	Serpina4	serpin family A member 4 [Source:RGD Symbol;Acc:708581]
ENSRNOG00000015953	Oaz2	ornithine decarboxylase antizyme 2 [Source:RGD Symbol;Acc:1562933]
ENSRNOG00000006999	Dnai4	dynein axonemal intermediate chain 4 [Source:RGD Symbol;Acc:1311027]
ENSRNOG00000056246	Gls	glutaminase [Source:RGD Symbol;Acc:2707]
ENSRNOG00000018788	Btbd2	BTB domain containing 2 [Source:RGD Symbol;Acc:1566094]
ENSRNOG00000022043	Yipf2	Yip1 domain family, member 2 [Source:RGD Symbol;Acc:1307512]
ENSRNOG00000062728	Tctn3	tectonic family member 3 [Source:RGD Symbol;Acc:1305166]
ENSRNOG00000018704	Nolc1	nucleolar and coiled-body phosphoprotein 1 [Source:RGD Symbol;Acc:621578]
ENSRNOG00000004177	Myo1a	myosin IA [Source:RGD Symbol;Acc:3135]
ENSRNOG00000022570	Pus7l	pseudouridine synthase 7 like [Source:RGD Symbol;Acc:1304692]
ENSRNOG00000069317	Or5d16-ps1	olfactory receptor family 5 subfamily D member 16, pseudogene 1 [Source:RGD Symbol;Acc:1333244]
ENSRNOG00000012163	Plekhm2	pleckstrin homology and RUN domain containing M2 [Source:RGD Symbol;Acc:1307005]
ENSRNOG00000006806	Setmar	SET domain and mariner transposase fusion gene [Source:RGD Symbol;Acc:1565882]
ENSRNOG00000015655	Ptgfrn	prostaglandin F2 receptor inhibitor [Source:RGD Symbol;Acc:3437]
ENSRNOG00000063404	LOC120102356	uncharacterized LOC120102356 [Source:RGD Symbol;Acc:41053760]
ENSRNOG00000069667	Or5l13	olfactory receptor family 5 subfamily L member 13 [Source:RGD Symbol;Acc:1333310]
ENSRNOG00000018289	Park7	Parkinsonism associated deglycase [Source:RGD Symbol;Acc:621808]
ENSRNOG00000050197	Pdia6	protein disulfide isomerase family A, member 6 [Source:RGD Symbol;Acc:628688]
ENSRNOG00000019333	Hipk1	homeodomain interacting protein kinase 1 [Source:RGD Symbol;Acc:1304941]
ENSRNOG00000026963	Hsp90b1	heat shock protein 90 beta family member 1 [Source:RGD Symbol;Acc:1310482]
ENSRNOG00000064089	LOC120102503	uncharacterized LOC120102503 [Source:RGD Symbol;Acc:41223619]
ENSRNOG00000062823	Or5l14b	olfactory receptor family 5 subfamily L member 14B [Source:RGD Symbol;Acc:1333645]
ENSRNOG00000043441	Lin52	lin-52 DREAM MuvB core complex component [Source:RGD Symbol;Acc:1306798]
ENSRNOG00000062573	Cd151	CD151 molecule (Raph blood group) [Source:RGD Symbol;Acc:621290]
ENSRNOG00000014160	Tcp1	t-complex 1 [Source:RGD Symbol;Acc:3832]
ENSRNOG00000005965	Irak4	interleukin-1 receptor-associated kinase 4 [Source:RGD Symbol;Acc:1305303]
ENSRNOG00000017908	Pnliprp1	pancreatic lipase-related protein 1 [Source:RGD Symbol;Acc:620792]
ENSRNOG00000006644	Kdm4c	lysine demethylase 4C [Source:RGD Symbol;Acc:1307528]
ENSRNOG00000060335	Strn3	striatin 3 [Source:RGD Symbol;Acc:621827]
ENSRNOG00000017871	Sidt2	SID1 transmembrane family, member 2 [Source:RGD Symbol;Acc:1308311]
ENSRNOG00000068434	Or5d47	olfactory receptor family 5 subfamily D member 47 [Source:RGD Symbol;Acc:1333473]
ENSRNOG00000004482	Ccdc88c	coiled-coil domain containing 88C [Source:RGD Symbol;Acc:1307429]
ENSRNOG00000022325	Smc2	structural maintenance of chromosomes 2 [Source:RGD Symbol;Acc:1305227]
ENSRNOG00000018413	Per3	period circadian regulator 3 [Source:RGD Symbol;Acc:621581]
ENSRNOG00000033426	Cdc37	cell division cycle 37, HSP90 cochaperone [Source:RGD Symbol;Acc:71006]
ENSRNOG00000019635	Cops8	COP9 signalosome subunit 8 [Source:RGD Symbol;Acc:1311404]
ENSRNOG00000027115	Zc2hc1c	zinc finger, C2HC-type containing 1C [Source:RGD Symbol;Acc:1307122]
ENSRNOG00000005898	AC131848.1	NULL
ENSRNOG00000015019	Spg21	SPG21 abhydrolase domain containing, maspardin [Source:RGD Symbol;Acc:1359141]
ENSRNOG00000014490	Bdh2	3-hydroxybutyrate dehydrogenase 2 [Source:RGD Symbol;Acc:1309898]
ENSRNOG00000057881	Sppl2b	signal peptide peptidase-like 2B [Source:RGD Symbol;Acc:1308556]
ENSRNOG00000005931	Cpq	carboxypeptidase Q [Source:RGD Symbol;Acc:628610]
ENSRNOG00000007286	Mdm1	Mdm1 nuclear protein [Source:RGD Symbol;Acc:1561092]
ENSRNOG00000026982	Uqcc6	ubiquinol-cytochrome c reductase complex assembly factor 6 [Source:RGD Symbol;Acc:1593359]
ENSRNOG00000062677	LOC120102366	uncharacterized LOC120102366 [Source:RGD Symbol;Acc:41382729]
ENSRNOG00000006813	Sumf1	sulfatase modifying factor 1 [Source:RGD Symbol;Acc:1309939]
ENSRNOG00000007851	Psma3	proteasome 20S subunit alpha 3 [Source:RGD Symbol;Acc:61844]
ENSRNOG00000063311	Or12e7	olfactory receptor family 12 subfamily E member 7 [Source:RGD Symbol;Acc:1333224]
ENSRNOG00000070399	Gbp6-ps2	guanylate binding protein 6, pseudogene 2 [Source:RGD Symbol;Acc:1584233]
ENSRNOG00000008427	Necap2	NECAP endocytosis associated 2 [Source:RGD Symbol;Acc:735063]
ENSRNOG00000004688	Rbfox2	RNA binding fox-1 homolog 2 [Source:RGD Symbol;Acc:1311838]
